title,chart_week,performer,peak_pos,wks_on_chart,album_name,release_date,popularity,explicit,listeners,play_count,duration_s,genre
Broken Clocks,2018-04-28,SZA,82,4,Ctrl,2017-06-09,83,True,1047545,17030610,231.253,r&b
Five More Minutes,2018-04-28,Scotty McCreery,44,20,Seasons Change,2018-01-12,74,False,58312,451845,241.146,country
Broken Halos,2018-04-21,Chris Stapleton,45,20,From A Room: Volume 1,2017-05-05,81,False,145523,1031552,180.906,country
All On Me,2018-04-21,Devin Dawson,52,20,Dark Horse,2018-01-19,60,False,37040,246218,224.626,country
Proud,2018-04-21,2 Chainz,96,2,B.O.A.T.S. II #METIME (Deluxe),2013-01-01,72,False,27939,138946,227.906,southern hip hop
Lemon,2018-04-14,N*E*R*D,36,22,NO ONE EVER REALLY DIES,2017-12-15,62,True,102698,665243,219.706,soft pop
Nowadays,2018-04-14,Lil Skies,55,13,War & Peace Vol. 2 (The Peace Disc),2000-02-29,53,True,1660,13135,269.573,melodic rap
Tempo,2018-04-14,Chris Brown,88,4,Heartbreak on a Full Moon,2017-10-31,59,True,32813,255284,218.744,r&b
Written In The Sand,2018-04-14,Old Dominion,51,20,Happy Endings,2017-08-25,65,False,52598,338450,184.08,country
Wolves,2018-04-07,Selena Gomez X Marshmello,20,23,Selena Gomez X Marshmello - Wolves (NTLS Remix),2017-11-10,13,False,2086,19234,199.111,reggaeton
MotorSport,2018-04-07,Migos,6,22,Culture II,2018-01-26,71,True,384677,2768724,303.076,trap
Betrayed,2018-04-07,Lil Xan,64,20,TOTAL XANARCHY,2018-04-06,68,True,322904,3148114,187.173,cloud rap
Dark Knight Dummo,2018-04-07,Trippie Redd,72,7,La Doble A,2017-10-25,18,True,219259,2036492,242.031,melodic rap
Going Down!,2018-03-31,XXXTENTACION,95,1,?,2018-03-16,65,True,269022,2242761,115.194,emo rap
Plain Jane,2018-03-24,A$AP Ferg,26,25,Maracucho Bueno Muere Chiquito,2018-03-16,37,True,507737,4832968,97.456,rap
Paramedic!,2018-03-17,SOB X RBE,65,4,Black Panther The Album Music From And Inspired By,2018-02-09,63,True,291331,2494398,219.306,hyphy
Yours,2018-03-10,Russell Dickerson,49,20,Yours,2017-06-16,71,False,52819,372069,216.96,country
You Broke Up With Me,2018-03-10,Walker Hayes,62,19,boom.,2017-12-08,61,False,32168,223725,196.666,country
Rock,2018-03-10,Plies,95,5,Rock with You (feat. Plies) - Single,2015-12-18,41,True,10121,52080,256.153,southern hip hop
Shape Of You,2018-03-03,Ed Sheeran,1,59,÷ (Deluxe),2017-03-03,92,False,1137027,10136764,233.712,soft pop
Too Good At Goodbyes,2018-03-03,Sam Smith,4,24,The Thrill Of It All (Special Edition),2017-11-03,85,False,709898,5987457,201.0,soft pop
Big Shot,2018-03-03,Kendrick Lamar,71,2,Black Panther The Album Music From And Inspired By,2018-02-09,64,True,8892,37059,221.826,hip hop
Black Panther,2018-02-24,Kendrick Lamar,91,1,Black Panther The Album Music From And Inspired By,2018-02-09,94,True,238829,1023100,232.186,hip hop
Rewrite The Stars,2018-02-24,Zac Efron,70,7,Rewrite The Stars,2017-11-17,78,False,459612,4099505,217.44,musicals
Like I Loved You,2018-02-17,Brett Young,46,20,Brett Young,2017-02-10,69,False,42874,335378,207.186,country
Losing Sleep,2018-02-17,Chris Young,60,20,Losing Sleep,2017-10-20,57,False,24824,159631,178.253,country
Diplomatic Immunity,2018-02-17,Drake,7,3,Diplomatic Immunity,2018-01-20,53,True,98725,599783,255.866,rap
A Girl Like You,2018-02-17,Easton Corbin,98,1,A Girl Like You,2017-01-27,57,False,15377,85388,217.84,country
Supastars,2018-02-10,Migos,53,1,Culture II,2018-01-26,51,True,62956,291125,293.137,trap
Gang Gang,2018-02-10,Migos,73,1,Culture II,2018-01-26,57,True,64353,409628,181.318,trap
Higher We Go (Intro),2018-02-10,Migos,83,1,Culture II,2018-01-26,47,True,5166,25609,255.849,trap
Auto Pilot,2018-02-10,Migos,85,1,Culture II,2018-01-26,46,True,35626,142858,287.992,trap
Emoji A Chain,2018-02-10,Migos,87,1,Culture II,2018-01-26,48,True,46128,194838,315.185,trap
Round Here Buzz,2018-02-10,Eric Church,56,19,Mr. Misunderstood,2015-11-11,68,False,28956,203029,214.626,country
CC,2018-02-10,Migos,96,1,Realest Nigga in the Game,2009-10-20,8,True,36322,151415,259.026,trap
Mi Gente,2018-02-03,J Balvin,3,30,Mi Gente (feat. Beyoncé),2017-09-28,64,False,532456,3507212,209.733,reggaeton
Greatest Love Story,2018-02-03,LANCO,45,21,Hallelujah Nights,2018-01-19,70,False,58080,467721,222.573,country
No Name,2018-02-03,NF,82,1,NO NAME,2018-01-19,61,False,80931,755909,183.826,christian hip hop
The Greatest Show,2018-02-03,Hugh Jackman,88,4,The Greatest Showman (Original Motion Picture Soundtrack),2017-12-08,74,False,271590,2138429,302.146,musicals
I'll Name The Dogs,2018-02-03,Blake Shelton,56,20,Texoma Shore,2017-11-03,63,False,37607,226740,183.64,country
The Weekend,2018-01-27,SZA,29,25,The Weekend (Funk Wav Remix),2017-12-15,76,False,839481,9944035,171.805,r&b
Krippy Kush,2018-01-27,Farruko,75,6,Krippy Kush (feat. 21 Savage & Rvssian) [Remix],2017-11-21,50,True,53492,305787,237.16,reggaeton
El Bano,2018-01-27,Enrique Iglesias,98,1,EL BAÑO,2018-01-12,65,False,76,459,214.52,latin pop
I Could Use A Love Song,2018-01-20,Maren Morris,56,21,HERO (Deluxe Edition),2017-03-17,64,False,71701,458055,196.421,country
Juice,2018-01-20,Yo Gotti,90,6,I Still Am,2017-10-27,46,True,22153,96031,149.241,southern hip hop
Light It Up,2018-01-13,Luke Bryan,57,19,What Makes You Country,2017-12-08,65,False,35540,250118,177.305,country
Wanted You,2018-01-13,NAV,64,7,We Rollin (feat. Lil Uzi Vert & Rome Fortune),2016-04-22,23,True,2064,14449,184.421,melodic rap
Thunder/Young Dumb & Broke (Medley),2018-01-06,Imagine Dragons + Khalid,69,1,Thunder / Young Dumb & Broke (with Khalid) [Medley],2017-12-20,64,False,3,3,251.283,latin afrobeats
When It Rains It Pours,2017-12-30,Luke Combs,33,20,This One's for You,2017-06-02,86,False,228442,2520820,240.76,country
Unforgettable,2017-12-30,Thomas Rhett,47,20,Life Changes,2017-09-08,67,False,79219,561668,157.08,country
Danger,2017-12-30,Migos,82,1,Danger (with Migos & Marshmello) [From Bright: The Album],2017-12-08,58,True,2646,10193,214.586,trap
Untouchable,2017-12-30,Eminem,86,1,Revival,2017-12-15,47,True,66802,259056,370.133,rap
Faking It,2017-12-30,Calvin Harris,94,4,Outside,2014-11-25,5,False,42885,206254,185.173,edm
Love So Soft,2017-12-23,Kelly Clarkson,47,13,Meaning of Life,2017-10-27,54,False,85394,780711,172.426,christmas
Ask Me How I Know,2017-12-23,Garth Brooks,71,7,Greatest Karaoke Country Hits December.2017,2017-12-17,1,False,2676,21688,211.613,classic country
Bella y Sensual,2017-12-23,Romeo Santos,95,1,Golden,2017-07-21,74,False,76125,412862,204.7,bachata
Sauce It Up,2017-12-23,Lil Uzi Vert,49,15,Luv Is Rage 2,2017-08-25,68,True,402536,4720770,207.038,melodic rap
Fix A Drink,2017-12-16,Chris Janson,67,14,EVERYBODY,2017-09-22,65,False,25853,143541,188.933,country
Perro Fiel,2017-12-16,Shakira,100,1,Yo Soy la Fama,2014-09-25,51,True,38223,228618,238.128,latin pop
Relationship,2017-12-09,Young Thug,65,14,All Love Lost,2015-10-16,27,True,2560,14424,479.32,rap
Every Little Thing,2017-12-09,Carly Pearce,50,17,Every Little Thing,2017-10-13,62,False,28337,162537,180.053,country
Questions,2017-12-09,Chris Brown,78,13,Heartbreak on a Full Moon,2017-10-31,69,False,112702,791666,129.477,r&b
The Rest Of Our Life,2017-12-09,Tim McGraw,98,1,The Rest of Our Life,2017-11-17,53,False,16412,71934,225.36,country
XO TOUR Llif3,2017-12-02,Lil Uzi Vert,7,34,Luv Is Rage 2,2017-08-25,84,True,1256344,20038817,182.706,melodic rap
Smooth,2017-12-02,Florida Georgia Line,89,7,Dig Your Roots,2016-08-26,52,False,15396,78613,170.2,country
Patek Water,2017-12-02,Future,50,4,No Label II,2014-02-25,41,True,44131,260568,280.786,rap
Body Like A Back Road,2017-11-25,Sam Hunt,6,41,Body Like A Back Road,2017-02-01,72,False,221436,1620905,165.386,country
Heartache On The Dance Floor,2017-11-18,Jon Pardi,47,18,California Sunrise,2016-05-13,81,False,113242,1024978,205.2,country
All The Pretty Girls,2017-11-18,Kenny Chesney,63,14,Cosmic Hallelujah,2017-04-28,69,False,41431,281098,212.893,country
More Girls Like You,2017-11-18,Kip Moore,66,12,SLOWHEART,2017-09-08,58,False,20707,116186,154.706,country
No Cap,2017-11-11,Future,62,1,SUPER SLIMEY,2017-10-20,56,True,98159,715691,144.142,rap
Feed Me Dope,2017-11-11,Future,68,1,SUPER SLIMEY,2017-10-20,55,True,87372,549132,166.693,rap
All Da Smoke,2017-11-11,Future,77,1,SUPER SLIMEY,2017-10-20,54,True,71817,482466,204.96,rap
4 Da Gang,2017-11-11,Future,92,1,SUPER SLIMEY,2017-10-20,54,True,69208,365827,187.748,rap
Three,2017-11-11,Future,100,1,SUPER SLIMEY,2017-10-20,51,True,66236,478749,159.4,rap
Say You Won't Let Go,2017-11-04,James Arthur,11,52,Back from the Edge,2016-10-28,89,False,813915,7524254,211.466,soft pop
Small Town Boy,2017-11-04,Dustin Lynch,36,20,Current Mood,2017-09-08,70,False,57293,435783,205.733,country
Curve,2017-11-04,Gucci Mane,67,3,Trap God 2,2013-02-12,26,True,1162,3664,263.706,southern hip hop
Stunting Ain't Nuthin,2017-11-04,Gucci Mane,95,1,Mr. Davis,2017-10-13,46,True,126,354,316.053,southern hip hop
They Don't Know,2017-11-04,Jason Aldean,67,12,They Don't Know,2016-09-09,68,False,12412,66555,203.293,country
Do I Make You Wanna,2017-11-04,Billy Currington,47,19,Summer Forever,2015-06-02,71,False,54688,361424,234.306,country
Almost Like Praying,2017-10-28,Lin-Manuel Miranda,20,1,Doing The Boogaloo,2000-01-01,38,False,79,485,157.28,musicals
No Promises,2017-10-28,A Boogie Wit da Hoodie,74,2,The Bigger Artist,2017-09-29,54,True,42216,414128,197.666,melodic rap
Say A',2017-10-28,A Boogie Wit da Hoodie,75,2,The Bigger Artist,2017-09-29,57,True,82516,728012,214.853,melodic rap
DNA,2017-10-28,BTS,67,4,DNA BTS,2017-09-20,0,False,610041,20912240,204.125,k-pop
Undefeated,2017-10-21,A Boogie Wit da Hoodie,84,1,We Rollin (feat. Lil Uzi Vert & Rome Fortune),2016-04-22,23,True,528,2696,184.421,melodic rap
It Ain't My Fault,2017-10-21,Brothers Osborne,79,16,Pawn Shop,2016-01-15,67,False,37645,265127,216.8,country
No Such Thing As A Broken Heart,2017-10-21,Old Dominion,46,19,Happy Endings,2017-08-25,64,False,36983,251735,176.893,country
Stay,2017-10-14,Zedd,7,31,Stay,2017-02-23,81,False,440587,2775494,210.09,edm
Mask Off,2017-10-07,Future,5,31,FUTURE,2017-06-30,85,True,1109903,10454068,204.6,rap
Drinkin' Problem,2017-10-07,Midland,45,20,On The Rocks,2017-09-22,80,False,133399,1285231,220.8,country
Magnolia,2017-09-30,Playboi Carti,29,20,Playboi Carti,2017-04-14,81,True,1098328,16903207,181.812,rage rap
Swish Swish,2017-09-30,Katy Perry,46,10,Witness (Deluxe),2017-06-09,67,True,383998,3801134,242.52,pop
444+222,2017-09-30,Lil Uzi Vert,60,3,Luv Is Rage 2,2017-08-25,59,True,264084,2522104,247.347,melodic rap
My Girl,2017-09-23,Dylan Scott,39,20,Dylan Scott (Deluxe Edition),2017-08-04,70,False,43083,293410,197.64,country
Dark Queen,2017-09-23,Lil Uzi Vert,91,2,Luv Is Rage 2,2017-08-25,63,True,295918,3614308,173.419,melodic rap
X,2017-09-23,Lil Uzi Vert,81,2,Luv Is Rage 2,2017-08-25,84,True,187604,1667877,182.706,melodic rap
Neon Guts,2017-09-23,Lil Uzi Vert,79,2,Luv Is Rage 2,2017-08-25,73,True,3082,23877,258.789,melodic rap
Revenge,2017-09-23,XXXTENTACION,77,2,17,2017-08-25,85,True,1087356,17878006,120.026,emo rap
Somebody Else Will,2017-09-23,Justin Moore,59,13,Kinda Don't Care,2016-01-01,58,False,14279,89086,165.173,country
DNA.,2017-09-16,Kendrick Lamar,4,20,DAMN.,2017-04-14,83,True,1506515,20594554,185.946,hip hop
Two,2017-09-16,Lil Uzi Vert,80,1,Luv Is Rage 2,2017-08-25,62,True,1627,10985,185.276,melodic rap
For Real,2017-09-16,Lil Uzi Vert,82,1,Luv Is Rage 2,2017-08-25,57,True,215685,1806465,177.048,melodic rap
No Sleep Leak,2017-09-16,Lil Uzi Vert,90,1,Luv Is Rage 2,2017-08-25,55,True,200670,1804532,189.229,melodic rap
Depression & Obsession,2017-09-16,XXXTENTACION,91,1,17,2017-08-25,70,True,384119,4260322,144.733,emo rap
Save Me,2017-09-16,XXXTENTACION,94,1,17,2017-08-25,74,True,358371,4076405,163.201,emo rap
Carry On,2017-09-16,XXXTENTACION,95,1,17,2017-08-25,73,True,451419,5064578,129.72,emo rap
Castle On The Hill,2017-09-09,Ed Sheeran,6,33,÷ (Deluxe),2017-03-03,83,False,636760,5402352,261.153,soft pop
You Look Good,2017-09-09,Lady Antebellum,59,20,Heart Break,2017-06-09,57,False,20891,104684,181.666,country
2U,2017-09-09,David Guetta,16,11,2U,2017-06-23,2,False,100059,564015,153.62,edm
Flatliner,2017-09-09,Cole Swindell,56,18,You Should Be Here,2016-05-06,66,False,3658,15560,177.066,country
For Her,2017-09-09,Chris Lane,92,4,Girl Problems,2016-07-12,52,False,15205,92216,211.226,country
In Case You Didn't Know,2017-09-02,Brett Young,19,28,Brett Young,2017-02-10,77,False,97901,853601,224.853,country
Something New,2017-09-02,Wiz Khalifa,92,1,Free TC (Deluxe Edition),2016-03-25,20,True,1097,2788,296.822,rap
El Amante,2017-09-02,Nicky Jam,92,15,Fénix,2017-01-20,76,False,99190,534644,219.506,reggaeton
You Da Baddest,2017-08-26,Future,38,2,Queen B,2017-06-01,16,True,22849,108751,249.156,rap
Rolex,2017-08-19,Ayo,20,25,Rolex,2017-03-15,73,False,23,36,238.586,east coast hip hop
Passionfruit,2017-08-19,Drake,8,20,More Life,2017-03-18,88,True,1303938,21618297,298.94,rap
Heavy,2017-08-19,Linkin Park,45,19,Rolling Stone,2017-03-10,0,True,31632,202347,185.312,nu metal
Signs,2017-08-19,Drake,36,6,Signs,2017-06-23,70,False,224134,1629678,234.373,rap
Numb,2017-08-12,Linkin Park,11,33,Meteora,2003-03-25,91,False,2529919,27321636,187.52,nu metal
In The End,2017-08-12,Linkin Park,2,39,Hybrid Theory (Bonus Edition),2000-10-24,92,False,2712138,29811823,216.88,nu metal
Issues,2017-08-12,Meek Mill,77,1,Wins & Losses,2017-07-21,44,True,19124,97180,211.684,rap
Wins & Losses,2017-08-12,Meek Mill,79,1,Wins & Losses,2017-07-21,58,True,46474,298960,189.056,rap
1942 Flows,2017-08-12,Meek Mill,83,1,Wins & Losses,2017-07-21,63,True,49294,339034,282.666,rap
Imitadora,2017-08-12,Romeo Santos,91,1,Golden,2017-07-21,83,False,217634,2117884,234.828,bachata
The Story Of O.J.,2017-08-12,JAY-Z,23,3,4:44,2017-07-07,62,True,351303,2990587,231.76,hip hop
We Ball,2017-08-12,Meek Mill,96,1,Blocc Movement / Tales From The Crypt,2016-02-05,3,True,157,489,300.0,rap
Heavy Heart,2017-08-12,Meek Mill,99,1,Wins & Losses,2017-07-21,46,True,13834,65879,250.466,rap
Bad And Boujee,2017-08-05,Migos,1,36,We Rollin (feat. Lil Uzi Vert & Rome Fortune),2016-04-22,23,True,32131,223075,184.421,trap
4:44,2017-08-05,JAY-Z,35,2,4:44,2017-07-07,74,True,551782,6768489,284.493,hip hop
Every Time I Hear That Song,2017-08-05,Blake Shelton,56,11,If I'm Honest,2016-05-20,58,False,17852,117932,214.8,country
The Cure,2017-08-05,Lady Gaga,39,14,The Cure,2017-04-16,68,False,329576,4215731,211.363,art pop
Rollin,2017-08-05,Calvin Harris,62,4,Outside,2014-11-25,5,False,100919,567158,185.173,edm
Element.,2017-08-05,Kendrick Lamar,16,11,DAMN.,2017-04-14,74,True,932183,10584189,208.733,hip hop
Hurricane,2017-07-29,Luke Combs,31,22,This One's for You,2017-06-02,80,False,153642,1510168,222.533,country
Family Feud,2017-07-29,JAY-Z,51,1,I Want It All,1999-10-12,28,False,155009,1025434,199.146,hip hop
Smile,2017-07-29,JAY-Z,56,1,M.Arte,2016-11-18,2,True,128116,814141,278.124,hip hop
Caught Their Eyes,2017-07-29,JAY-Z,63,1,Southernunderground [Deluxe Edition],2010-02-02,7,True,223724,1710873,244.24,hip hop
Moonlight,2017-07-29,JAY-Z,86,1,4:44,2017-07-07,47,True,124959,662169,143.986,hip hop
Marcy Me,2017-07-29,JAY-Z,90,1,4:44,2017-07-07,56,True,188414,1613384,174.426,hip hop
Get Low,2017-07-29,Zedd,91,1,Get Low (with Liam Payne),2017-07-06,62,False,7721,36642,204.583,edm
T-Shirt,2017-07-22,Migos,19,25,Culture,2017-01-27,70,True,337499,2694315,242.407,trap
Good Drank,2017-07-15,2 Chainz x Gucci Mane x Quavo,70,16,Pretty Girls Like Trap Music,2017-06-16,59,True,75,270,222.706,latin hip hop
Look At Me!,2017-07-08,XXXTENTACION,34,20,Look At Me!,2017-02-20,82,True,900438,10157667,126.345,emo rap
My Old Man,2017-07-08,Zac Brown Band,68,4,Welcome Home,2017-05-12,58,False,21634,110238,227.222,country
Nobody Else But You,2017-07-08,Trey Songz,92,3,Tremaine the Album,2017-03-24,60,False,63772,336633,229.013,r&b
Black,2017-07-01,Dierks Bentley,56,19,Black,2016-06-10,64,False,31179,211451,211.16,country
Hometown Girl,2017-07-01,Josh Turner,56,16,Deep South,2017-03-10,68,False,44755,270622,215.08,country
Gyalchester,2017-07-01,Drake,29,11,More Life,2017-03-18,70,True,363629,2907062,189.229,rap
Met Gala,2017-06-24,Gucci Mane,88,2,Droptopwop,2017-05-26,61,True,501,1928,209.142,southern hip hop
Scared To Be Lonely,2017-06-24,Martin Garrix,76,14,Scared to Be Lonely,2017-01-27,80,False,560765,4476059,220.883,edm
Somethin Tells Me,2017-06-17,Bryson Tiller,74,1,True to Self,2017-05-26,54,True,69366,424858,194.266,trap soul
Me Enamore,2017-06-17,Shakira,83,2,El Dorado,2017-05-26,72,False,1702,12804,226.893,latin pop
Self-Made,2017-06-17,Bryson Tiller,85,1,True to Self,2017-05-26,56,True,66018,423968,167.853,trap soul
Don't Get Too High,2017-06-17,Bryson Tiller,89,1,True to Self,2017-05-26,55,True,52422,404760,209.04,trap soul
Run Me Dry,2017-06-17,Bryson Tiller,91,1,True to Self,2017-05-26,63,True,139637,1103708,169.266,trap soul
There For You,2017-06-17,Martin Garrix x Troye Sivan,94,1,There For You,2017-05-16,1,False,14,67,164.859,guaracha
No Longer Friends,2017-06-17,Bryson Tiller,98,1,True to Self,2017-05-26,56,True,65491,463534,134.746,trap soul
Either Way,2017-06-10,Chris Stapleton,89,2,From A Room: Volume 1,2017-05-05,66,False,39428,223954,248.053,country
Any Ol' Barstool,2017-06-10,Jason Aldean,52,18,They Don't Know,2016-09-09,68,False,34148,219072,203.293,country
Both,2017-06-03,Gucci Mane,41,22,Realest Nigga in the Game,2009-10-20,8,True,1075,3960,259.026,southern hip hop
The Weekend,2017-06-03,Brantley Gilbert,64,20,The Devil Don't Sleep (Deluxe / Big Machine Radio Release Special),2017-01-27,45,False,25167,154745,188.373,country
Yeah Boy,2017-06-03,Kelsea Ballerini,65,13,The First Time,2015-05-18,59,False,28812,198505,194.413,country
Galway Girl,2017-05-27,Ed Sheeran,53,5,÷ (Deluxe),2017-03-03,84,False,610306,4676216,170.826,soft pop
First Time,2017-05-20,Kygo,67,1,First Time,2017-04-28,66,False,194364,1149833,193.511,tropical house
Yah.,2017-05-20,Kendrick Lamar,32,3,DAMN.,2017-04-14,68,True,794800,7255355,160.293,hip hop
Feel.,2017-05-13,Kendrick Lamar,35,2,DAMN.,2017-04-14,71,True,785783,8090973,214.826,hip hop
Pride.,2017-05-13,Kendrick Lamar,37,2,DAMN.,2017-04-14,86,True,1544991,27106920,275.253,hip hop
Lust.,2017-05-13,Kendrick Lamar,42,2,DAMN.,2017-04-14,67,True,660608,5561752,307.88,hip hop
Hard Times,2017-05-13,Paramore,90,1,After Laughter,2017-05-12,85,False,1139773,14085820,182.693,pop punk
Fear.,2017-05-13,Kendrick Lamar,50,2,DAMN.,2017-04-14,69,True,651103,6117678,460.573,hip hop
God.,2017-05-13,Kendrick Lamar,58,2,DAMN.,2017-04-14,65,True,547678,4013009,248.826,hip hop
Deja Vu,2017-05-13,J. Cole,7,20,4 Your Eyez Only,2016-12-09,71,True,344361,2996885,264.746,rap
Blood.,2017-05-06,Kendrick Lamar,54,1,DAMN.,2017-04-14,65,True,690845,4900890,118.066,hip hop
Dirt On My Boots,2017-05-06,Jon Pardi,37,20,California Sunrise,2016-05-13,80,False,112468,974819,201.893,country
Duckworth.,2017-05-06,Kendrick Lamar,63,1,DAMN.,2017-04-14,75,True,898323,11431902,248.613,hip hop
Fast,2017-05-06,Luke Bryan,58,13,Kill The Lights,2015-08-07,36,False,19946,115778,206.24,country
Fake Love,2017-04-29,Drake,8,25,More Life,2017-03-18,73,True,603236,5032416,210.937,rap
Free Smoke,2017-04-29,Drake,18,4,More Life,2017-03-18,64,True,276108,2160907,218.673,rap
Blem,2017-04-29,Drake,38,4,More Life,2017-03-18,66,False,248419,1687991,216.557,rap
Teenage Fever,2017-04-29,Drake,35,4,More Life,2017-03-18,83,True,714726,9865676,219.692,rap
Bar At The End Of The World,2017-04-29,Kenny Chesney,92,1,Cosmic Hallelujah,2017-04-28,55,False,11482,73426,207.306,country
Million Reasons,2017-04-22,Lady Gaga,4,20,Joanne (Deluxe),2016-10-21,78,False,563846,5805185,205.28,art pop
Water Under The Bridge,2017-04-22,Adele,26,22,25,2015-11-20,71,False,547470,4514380,240.439,soft pop
Bad Things,2017-04-22,Machine Gun Kelly x Camila Cabello,4,23,Acoustic & Guitar Session Vol.7 Covers,2017-01-25,7,False,690,5922,243.597,latin hip hop
Tin Man,2017-04-22,Miranda Lambert,75,1,The Weight of These Wings,2016-11-18,61,False,34794,169746,259.279,country
The Heart Part 4,2017-04-22,Kendrick Lamar,22,2,The Heart Part 4,2017-03-24,52,True,136890,1003020,288.554,hip hop
Heatstroke,2017-04-22,Calvin Harris,96,1,Historias Mínimas,2015-02-02,53,False,80524,426103,282.16,edm
No Long Talk,2017-04-15,Drake,40,2,More Life,2017-03-18,58,True,186927,971123,149.568,rap
Jorja Interlude,2017-04-15,Drake,49,2,More Life,2017-03-18,64,True,309525,2153833,107.673,rap
Madiba Riddim,2017-04-15,Drake,51,2,More Life,2017-03-18,66,False,244953,1716484,205.162,rap
Do Not Disturb,2017-04-15,Drake,60,2,More Life,2017-03-18,79,True,441381,5445842,283.55,rap
Can't Have Everything,2017-04-15,Drake,82,2,More Life,2017-03-18,61,True,160049,972638,228.437,rap
Nothings Into Somethings,2017-04-15,Drake,61,2,More Life,2017-03-18,67,False,229212,1716815,153.724,rap
Lose You,2017-04-08,Drake,64,1,More Life,2017-03-18,69,True,180297,1214805,305.373,rap
Skepta Interlude,2017-04-08,Drake,76,1,More Life,2017-03-18,59,True,188482,1232248,143.213,rap
Kill A Word,2017-04-08,Eric Church,71,15,Good in Any Hood 4,2015-12-26,33,False,23330,152308,182.726,country
Trap Trap Trap,2017-04-08,Rick Ross,97,1,Rather You Than Me,2017-03-16,14,False,18291,57143,275.72,southern hip hop
Better Man,2017-04-01,Little Big Town,34,20,The Breaker,2017-02-24,68,False,90660,692305,263.12,country
Dive,2017-04-01,Ed Sheeran,49,2,÷ (Deluxe),2017-03-03,81,False,338136,2398558,238.44,soft pop
Selfish,2017-04-01,PnB Rock,51,19,GTTM: Goin Thru the Motions,2017-01-13,73,True,243496,2129640,245.604,melodic rap
Happier,2017-04-01,Ed Sheeran,59,2,÷ (Deluxe),2017-03-03,79,False,493949,3817421,207.52,soft pop
Side To Side,2017-03-25,Ariana Grande,4,28,Maximum Hits 2016,2016-11-05,12,False,1051848,9962422,224.773,pop
New Man,2017-03-25,Ed Sheeran,72,1,÷ (Deluxe),2017-03-03,65,False,203368,1198350,189.28,soft pop
Supermarket Flowers,2017-03-25,Ed Sheeran,75,1,÷ (Deluxe),2017-03-03,77,False,336636,2414350,221.106,soft pop
